Place_Id,Place_Name,Description,Category,City,Rating,Coordinate,Lat,Long,translated_description,translated_category
72,Waterboom PIK (Pantai Indah Kapuk),"Waterbom Jakarta merupakan sebuah wahana permainan air yang cukup populer di kawasan Pantai Indah Kapuk (PIK), Jakarta Utara. Harga tiket masuk Waterboom PIK tidak terlalu menguras kantong, hanya Rp 100 ribu per orang saat weekday atau Rp 200 ribu saat weekend. Waterboom PIK menjadi objek wisata favorit saat liburan karena menawarkan fasilitas memadai dan memiliki wahana permainan air yang terbilang lengkap.",Taman Hiburan,Jakarta,4.4,"{'lat': -6.113655899999999, 'lng': 106.7478596}",-6.1136559,106.7478596,"Waterbom Jakarta is a water game that is quite popular in the Pantai Indah Kapuk area (PIK), North Jakarta.The price of admission to Waterboom PIK is not too draining, only Rp. 100,000 per person during weekday or Rp. 200 thousand on weekends.Waterboom PIK is a favorite tourist attraction while on vacation because it offers adequate facilities and has a fairly complete water game rides.",amusement parks
73,Museum Perangko,Museum perangko dibangun dengan bentuk bangunan bergaya Jawa Bali di atas lahan seluas 9.590 m2 dan diresmikan oleh Presiden Soeharto pada tanggal 29 September 1983. Museum ini memamerkan koleksi perangko asal Indonesia dan luar negeri. Adapula sepeda pos antik merk Falter buatan Jerman Barat tahun 1950 diletakkan di serambi museum. Halaman depan ada bola dunia dengan merpati yang membawa sebuah surat yang melambangkan bahwa tugas Perum Pos dan Giro menjangkau seluruh dunia.,Budaya,Jakarta,4.4,"{'lat': -6.304184100000001, 'lng': 106.9017725}",-6.3041841,106.9017725,"The stamp museum was built in the form of a Java -style building on an area of 9,590 m2 and was inaugurated by President Soeharto on September 29, 1983. This museum exhibits a collection of stamps from Indonesia and abroad.There is also an antique postal falter bike made in West Germany in 1950 placed in the porch of the museum.The front page is a world ball with a pigeon that carries a letter that symbolizes that the task of Perum Pos and Giro reaches the whole world.",Culture
74,Museum Tengah Kebun,"Museum di Tengah Kebun adalah sebuah museum penyimpanan ± 4.000 koleksi seni dan sejarah Indonesia dan luar negeri yang berlokasi di daerah Kemang, Jakarta Selatan. Museum ini dibangun di tengah kebun seluas 3.500 m2. Museum ini dimiliki secara pribadi oleh Sjahrial Djalil, salah satu tokoh periklanan modern Indonesia dan pendiri biro iklan Ad Force Inc. Pada tahun 2013, museum ini terpilih sebagai Museum Swasta Terbaik di Museum Awards dengan koleksi dari 63 negara dan 26 provinsi di Indonesia.[2] Hal yang membuat museum ini berbeda dari museum lainnya adalah penataan sebanyak 2.414 koleksi yang dipamerkan kepada pengunjung diletakkan tidak beraturan di berbagai sudut ruangan, seperti lantai, tangah taman, toilet, dinding luar rumah, dan lain sebagainya.",Budaya,Jakarta,4.6,"{'lat': -6.267513, 'lng': 106.824107}",-6.267513,106.824107,"The museum in the middle of the garden is a storage museum of ± 4,000 collections of art and history of Indonesia and abroad located in the Kemang area, South Jakarta.This museum was built in the middle of a garden area of 3,500 m2.The museum is personally owned by Sjahrial Djalil, one of the modern Indonesian advertising figures and the founder of the Ad Force Inc. Advertising Bureau.In 2013, the museum was chosen as the best private museum at the Museum Awards with collections from 63 countries and 26 provinces in Indonesia. [2]The thing that makes this museum different from other museums is the arrangement of 2,414 collections exhibited to visitors placed irregularly in various corners of the room, such as floors, garden sets, toilets, outside walls, and so forth.",Culture
75,SnowBay Waterpark,"Waterpark yang menghadirkan wahana imajinatif berkonsep pegunungan bersalju. Tidak ketinggalan dengan atraksi air terbaik yang sangat menyenangkan. Dengan luas sekitar 3 hektar, tempat wisata ini menyediakan wahana – wahana permainan air terbaik. Tak salah jika water park ini diminati dan dipadati oleh pengunjung terutama saat musim liburan datang. Pengunjung dapat menikmati keseruan berbagai atraksi air dengan pemandangan artistik yang menutupi 70% kawasan dengan salju. Pengunjung dapat merasakan rasa lelah dan penat berkurang hanya dengan menyaksikan suasana salju eksotik ini. Pengunjung akan disambut dengan rekreasi air berkelas dunia dengan konsep petualangan yang akan membuat terkesima. Menyuguhkan berbagai aktivitas seru yang dapat dinikmati oleh seluruh keluarga dari segala umur. Tidak hanya permainan air, terdapat juga wahana yang menantang adrenalin, cocok bagi yang ingin melepas stres.",Taman Hiburan,Jakarta,4.3,"{'lat': -6.299271800000001, 'lng': 106.89151}",-6.2992718,106.89151,"Waterpark which presents an imaginative vehicle with the concept of snowy mountains.Do not miss the best water attraction that is very pleasant.With an area of about 3 hectares, this tourist spot provides the best water games.Nothing wrong if this water park is in demand and packed by visitors, especially during the holiday season.Visitors can enjoy the excitement of various water attractions with artistic views that cover 70% of the area with snow.Visitors can feel the fatigue and fatigue reduced just by watching the atmosphere of this exotic snow.Visitors will be welcomed with world -class water recreation with an adventure concept that will be amazed.Presenting various exciting activities that can be enjoyed by the whole family of all ages.Not only water games, there are also rides that challenge adrenaline, suitable for those who want to release stress.",amusement parks
76,Taman Cattleya,"Kehadiran Taman Cattleya tentu saja sangat bermanfaat bagi masyarakat Ibu Kota, ditengah situasi penatnya kemacetan, tumpukkan pekerjaan, serta polusi yang menjadi ancaman bagi kota-kota besar. Lokasi Taman Cattleya sangat strategis bagi mereka anda yang sedang bingung mencari tempat yang pas di akhir pekan. Lokasi Taman Cattleya berada di dekat pusat perbelanjaan yang sangat terkenal, yaitu Mall Taman Anggrek.",Taman Hiburan,Jakarta,4.5,"{'lat': -6.181084299999999, 'lng': 106.7954476}",-6.1810843,106.7954476,"The presence of Cattleya Park is of course very beneficial for the capital city of the Capital City, amidst the fatigue situation of traffic jams, piles of work, and pollution that is a threat to big cities.The location of the Cattleya Park is very strategic for those of you who are confused looking for the right place on weekends.The location of Cattleya Park is near a very famous shopping center, the Taman Anggrek Mall.",amusement parks
77,Taman Hutan Tebet,"Taman Tebet dibangun tahun 1960, taman ini sempat tertunda di tahun 1970 dan jadi pemukiman liar sampai tahun 2006. Dahulu, namanya Taman Honda. Bukan tanpa alasan, dinamakan demikian karena restorasi taman ini dilakukan atas kerjasama PT Honda Prospect Motor dan Pemerintah Provinsi DKI Jakarta. Taman seluas 1.800 m2 yang diresmikan oleh gubernur DKI Jakarta (waktu itu) Fauzi Bowo tanggal 28 Juli 2010. Merupakan ruang terbuka hijau yang dapat dimanfaatkan warga Jakarta untuk beraktivitas. Berada di antara jalan Tebet Barat Raya dan jalan Tebet Timur Raya Kecamatan Tebet, Kotamadya Jakarta Selatan. Kawasan taman memiliki anak sungai yang mengalir dari arah Pasarminggu menuju ke Manggarai. Taman Tebet juga dilengkapi dengan sejumlah fasilitas, seperti arena bermain untuk anak dan tempat berolahraga. Untuk arena olahraga sendiri, ada bulu tangkis dan jogging track. Taman yang dirawat oleh petugas ini juga menyediakan musala, kamar mandi, gazebo, dan fasilitas terapi refleksi.",Taman Hiburan,Jakarta,4.4,"{'lat': -6.237140900000001, 'lng': 106.8526505}",-6.2371409,106.8526505,"Tebet Park was built in 1960, this park was delayed in 1970 and became a wild settlement until 2006. In the past, the name was Taman Honda.Not without reason, so named because the restoration of this park was carried out in collaboration with PT Honda Prospect Motor and the Provincial Government of DKI Jakarta.The 1,800 m2 park was inaugurated by the Governor of DKI Jakarta (at that time) Fauzi Bowo on July 28, 2010. It is a green open space that can be utilized by Jakarta residents to move.Located between Jalan Tebet Barat Raya and Tebet Timur Raya Road, Tebet District, Municipality of South Jakarta.The park area has tributaries flowing from the direction of PasarMinggu to Manggarai.Tebet Park is also equipped with a number of facilities, such as playgrounds for children and exercise places.For the sports arena itself, there are badminton and jogging tracks.The park treated by the officer also provides prayer rooms, bathrooms, gazebos, and reflexology therapy facilities.",amusement parks
78,Hutan Kota Srengseng,"Selain Taman Hutan Mangrove dan Pantai Indah Kapuk, salah satu taman yang sudah cukup terkenal lama bisa dijumpai di sekitar Universitas Indonesia Depok, letaknya di pinggiran Jakarta, namanya Hutan Kota Srengseng. Sesuai namanya, kawasan wisata ini terletak di daerah Srengseng Kembangan Jakbar, letaknya dekat dengan daerah Kemayoran, Kebon Jeruk serta Rawa Buaya. Hutan Srengseng ini menjadi salah satu kawasan alam hijua yang bisa dijumpai di Daerah Khusus Ibukota Jakarta. Namun perlu diketahui bukan Srengseng Sawah ya, itu sudah berbeda. Kehadiran Taman Kota ini memberikan peran penting di sektor alam Jakarta yang tengah mengalami perkembangan cukup pesat.",Taman Hiburan,Jakarta,4.3,"{'lat': -6.210694499999999, 'lng': 106.7643954}",-6.2106945,106.7643954,"In addition to the Mangrove Forest Park and Pantai Indah Kapuk, one of the parks that are well known for a long time can be found around the University of Indonesia Depok, located on the outskirts of Jakarta, called Srengseng City Forest.As the name implies, this tourist area is located in the Srengseng Kembangan Jakbar area, located close to the Kemayoran area, Kebon Jeruk and Rawa Crocodile.This Srengseng forest has become one of the natural areas of Hijua that can be found in the Special Capital Region of Jakarta.But keep in mind not Srengseng Sawah, yes, it's different.The presence of this city park gives an important role in the natural sector of Jakarta which is experiencing quite rapid development.",amusement parks
79,Taman Spathodea,"Objek Wisata Taman Spathodea di Jagakarsa DKI Jakarta Selatan Jakarta adalah salah satu tempat wisata yang berada di Jl. Kebagusan Raya, Kecamatan Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Indonesia. Objek Wisata Taman Spathodea di Jagakarsa DKI Jakarta Selatan Jakarta adalah tempat wisata yang ramai dengan wisatawan pada hari biasa maupun saat liburan. Yang menjadi daya tarik Taman Spathodea memiliki banyak jenis tanaman yang ditanam baik pepohonan dan bunga-bunga yang menghiasi area taman. Ada danau kecil yang berada ditengah taman akan membuat nyaman pengunjung. Banyak Fasilitas umum juga tersedia di Taman Spathodea seperti misalnya lintasan jogging, kolam ikan, outdoor gym, taman bermain untuk anak-anak, toilet, parkiran yang cukup luas dan tempat duduk yang cukup nyaman. Taman Spathodea ini hanya buka mulai pukul 05.00 – 18.00 WIB jadi kalo sudah mulai malam taman ini akan ditutup untuk umum.",Taman Hiburan,Jakarta,4.6,"{'lat': -6.3226133, 'lng': 106.8241871}",-6.3226133,106.8241871,"The Taman Spathodea Tourism Object in Jagakarsa DKI Jakarta Selatan Jakarta is one of the tourist attractions located on Jl.Kebagusan Raya, Jagakarsa District, South Jakarta City, Special Capital Region of Jakarta, Indonesia.The Spathodea Park Tourism Object in Jagakarsa DKI Jakarta Selatan Jakarta is a tourist spot that is crowded with tourists on weekdays and on vacation.The main attraction of the Spathodea Park has many types of plants planted both trees and flowers that adorn the park area.There is a small lake in the middle of the park will make visitors comfortable.Many public facilities are also available in Spathodea Park such as jogging paths, fish ponds, outdoor gym, playgrounds for children, toilets, large parking lots and quite comfortable seating.This Spathodea Park is only open starting at 05.00 - 18.00 WIB so if it starts the night the park will be closed to the public.",amusement parks
80,Plaza Indonesia,"Plaza Indonesia diresmikan pada awal tahun 1990, terdiri dari empat lantai pertokoan kelas atas dengan luas 38.050 m2. Pusat perbelanjaan ini terletak di Bundaran Hotel Indonesia, tepatnya pada perantara jalan M.H. Thamrin dan jalan Kebon Kacang Raya di kawasan bisnis utama Jakarta.\nPlaza Indonesia juga dilengkapi dengan hotel Grand Hyatt Jakarta, sebuah hotel bintang lima berlantai 28 yang resmi dibuka juga pada awal tahun 1990. Hotel ini memiliki lebih dari 300 kamar dengan desain modern minimalis, restoran-restoran eksklusif, dan fasilitas yang sangat lengkap.\nPengembangan Plaza Indonesia berlanjut ketika Entertainment X'nter dibuka disebelah gedung yang ada dengan membidik pangsa pasar anak muda. Kedua gedung disambung dengan sebuah jembatan yang dikelilingi toko-toko.\nKini, Plaza Indonesia telah dilengkapi dengan gedung perkantoran The Plaza Office Tower dan apartement The Keraton Grand Hyatt Residences.\nPlaza Indonesia dikembangkan oleh PT Global Land Development Tbk (sebelumnya bernama PT Kridaperdana Indahgraha Tbk).",Pusat Perbelanjaan,Jakarta,4.7,"{'lat': -6.193925900000002, 'lng': 106.8222158}",-6.1939259,106.8222158,"Plaza Indonesia was inaugurated in early 1990, consisting of four upper class shops with an area of 38,050 m2.This shopping center is located at the Hotel Indonesia Roundabout, precisely on the intermediary of Jalan M.H.Thamrin and Jalan Kebon Kacang Raya in the main business area of Jakarta. \ NPLAZA Indonesia is also equipped with a Grand Hyatt Jakarta hotel, a 28 -story five -star hotel that was officially opened in early 1990. The hotel has more than 300 rooms with a minimalist modern design,Exclusive restaurants, and very complete facilities. \ NPEGING PLAZA INDONESIA continued when Entertainment X'Nter was opened next to the existing building by aiming at the market share of young people.The two buildings are connected with a bridge surrounded by shops.Tbk).",Shopping center
81,Mall Thamrin City,"Thamrin City atau Thamrin City Mall merupakan pusat perbelanjaan besar yang berada di Jakarta Pusat, yang lokasinya terletak ± 150 meter dari bundaran Hotel Indonesia dan ± 300 meter dari Pasar Tanah Abang, yang tepatnya berada di Jl. Thamrin Boulevard (d/h Kebon Kacang Raya) dengan akses berbagai arah antara lain dari Jl. Thamrin, Jl. Teluk Betung, maupun dari Jl. KH. Mas Mansyur",Pusat Perbelanjaan,Jakarta,4.4,"{'lat': -6.1946096, 'lng': 106.817905}",-6.1946096,106.817905,"Thamrin City or Thamrin City Mall is a large shopping center in Central Jakarta, which is located ± 150 meters from the Hotel Indonesia Roundabout and ± 300 meters from Tanah Abang Market, which is precisely located on Jl.Thamrin Boulevard (D/H Kebon Kacang Raya) with access to various directions, including from Jl.Thamrin, Jl.Teluk Betung, and from Jl.KH.Mas Mansyur",Shopping center
82,Museum Satria Mandala,"Museum Satria Mandala adalah museum sejarah perjuangan Tentara Nasional Indonesia yang terletak di Jalan Gatot Subroto, Jakarta Selatan. Museum yang diresmikan pada tahun 1972 oleh mantan Presiden Indonesia, Soeharto ini awalnya adalah rumah dari salah satu istri mantan Presiden Indonesia, Soekarno, yaitu istrinya yang bernama Ratna Sari Dewi Soekarno. Dalam museum ini dapat ditemui berbagai koleksi peralatan perang di Indonesia, dari masa lampau hingga modern seperti koleksi ranjau, rudal, torpedo, tank, meriam bahkan helikopter dan pesawat terbang (satu di antaranya adalah pesawat Cureng yang pernah diterbangkan oleh Marsekal Udara Agustinus Adisucipto).\nSelain itu museum ini juga menyimpan berbagai macam benda bersejarah yang berkaitan dengan TNI seperti aneka senjata berat maupun ringan, atribut ketentaraan, panji-panji dan lambang-lambang di lingkungan TNI. Selain itu di museum ini dipamerkan juga tandu yang dipergunakan untuk mengusung Panglima Besar Jenderal Soedirman saat dia bergerilya dalam keadaan sakit melawan pendudukan kembali Belanda pada era 1940-an.\nMasih dalam kompleks Museum TNI Satriamandala ini terdapat juga Museum Waspada Purbawisesa yang menampilkan diorama ketika TNI bersama-sama dengan rakyat menumpas gerombolan separatis DI/TII di Jawa Barat, Jawa Tengah, Aceh, Kalimantan Selatan dan Sulawesi Selatan pada era tahun 1960-an. Fasilitas lainnya yang ada di Museum TNI Satriamandala ini antara lain adalah Taman Bacaan Anak, Kios Cenderamata, Kantin serta Gedung Serbaguna yang berkapasitas 600 kursi.",Budaya,Jakarta,4.5,"{'lat': -6.231698499999999, 'lng': 106.8185425}",-6.2316985,106.8185425,"The Satria Mandala Museum is a historical museum of the Indonesian National Army Struggle located on Jalan Gatot Subroto, South Jakarta.The museum, which was inaugurated in 1972 by the former Indonesian president, Suharto was originally the home of one of the wives of former Indonesian president, Sukarno, namely his wife named Ratna Sari Dewi Soekarno.In this museum a variety of war equipment collections can be found in Indonesia, from past to modern times such as collections, missiles, torpedo, tanks, cannons and even helicopters and airplanes (one of which is a curean aircraft that was once flown by Marshal Air Marshal Agustinus Adisucipto).In addition, this museum also holds a variety of historical objects related to the TNI such as various heavy and light weapons, the attributes of the army, banner and symbols in the TNI environment.Besides that, this museum was also exhibited the stretcher used to carry the Commander of the Great Commander General Soedirman when he was guerrilla in a state of illness against the Dutch occupation in the 1940s.Together with the people crushing the DI/TII separatist hordes in West Java, Central Java, Aceh, South Kalimantan and South Sulawesi in the 1960s.Other facilities in the Satriamandala TNI Museum include Children's Reading Park, souvenir stalls, canteens and multipurpose buildings with a capacity of 600 seats.",Culture
83,Alive Museum Ancol,"Museum kini tidak hanya menawarkan benda – benda yang bernilai sejarah dan edukatif. Tapi telah disulap menjadi wahana rekreasi seru dengan objek foto yang berbeda. Seperti Alive Museum yang ada di Ancol. Alive Museum menampilkan berbagai seni rupa berupa lukisan 3 dimensi. Dimana pengunjung dapat berfoto dengan latar belakang yang nyata meski hanya dari foto. Dan karena 3 dimensi, tentu foto akan terlihat nyata dengan objeknya.",Taman Hiburan,Jakarta,4.3,"{'lat': -6.117534399999999, 'lng': 106.857313}",-6.1175344,106.857313,"The museum now does not only offer objects that are of historical and educative value.But it has been transformed into an exciting recreation vehicle with different photo objects.Like the Alive Museum in Ancol.Alive Museum displays various arts in the form of 3 -dimensional paintings.Where visitors can take pictures with a real background even if only from photos.And because of 3 dimensions, of course the photo will look real with the object.",amusement parks
84,Kawasan Kuliner BSM,"Tidak seperti Pecenongan, Kawasan Kuliner BSM buka dari pukul 09:00 hingga 18:00. Berlokasi di Jalan M. H. Thamrin, Jakarta Pusat, Kawasan Kuliner BSM merupakan tempat makan murah favorit warga sekitar serta pelancong. Kawasan kuliner Jakarta ini menghadirkan kios dan warung yang berderet di satu area khusus. Pengunjung bisa menyusuri jalur sempit di antara tiap kios untuk memilih hidangan. Kawasan Kuliner BSM menghadirkan hidangan berat dan makanan ringan. Pengunjung bisa menemukan bakso, nasi goreng, aneka soto, nasi Padang, nasi uduk, pecel, sete, gudeg, gado-gado, dan sebagainya. Ada juga berbagai hidangan ringan dan kue-kue, seperti misalnya donat kentang, jamur goreng, sup buah, kentang goreng, dan beragam gorengan. Pengunjung bisa naik bus Trans Jakarta koridor 1 (Blok M-Kota) hingga ke Halte Bank Indonesia, lalu menyeberang jalan ke dekat gedung Bank Mandiri. Dari sana, Kawasan Kuliner BSM cukup mudah ditemukan.",Pusat Perbelanjaan,Jakarta,4.6,"{'lat': -6.184258799999999, 'lng': 106.824033}",-6.1842588,106.824033,"Unlike pecenongan, the BSM culinary area is open from 09:00 to 18:00.Located on Jalan M. H. Thamrin, Central Jakarta, the BSM culinary area is a favorite place to eat for local residents and travelers.The Jakarta culinary area presents stalls and stalls that are lined up in a special area.Visitors can walk along the narrow path between each stall to choose a dish.The BSM culinary area presents heavy dishes and snacks.Visitors can find meatballs, fried rice, various soto, padang rice, uduk rice, pecel, sete, warm, gado-gado, and so on.There are also various light dishes and cakes, such as potato donuts, fried mushrooms, fruit soup, fried potatoes, and various fried foods.Visitors can take the Trans Jakarta Corridor 1 bus (Blok M-Kota) to the Bank Indonesia stop, then cross the road near the Bank Mandiri Building.From there, the BSM culinary area is quite easy to find.",Shopping center
85,Taman Pintar Yogyakarta,"Taman Pintar Yogyakarta (bahasa Jawa: Hanacaraka,ꦠꦩꦤ꧀​ꦥꦶꦤ꧀ꦠꦂ​ꦔꦪꦺꦴꦒꦾꦏꦂꦠ, Taman Pintar Ngayogyakarta) adalah wahana wisata yang terdapat di pusat Kota Yogyakarta, tepatnya di Jalan Panembahan Senopati No. 1-3, Yogyakarta, di kawasan Benteng Vredeburg. Taman ini memadukan tempat wisata rekreasi maupun edukasi dalam satu lokasi. Taman Pintar memiliki arena bermain sekaligus sarana edukasi yang terbagi dalam beberapa zona. Akses langsung kepada pusat buku eks Shopping Centre juga menambah nilai lebih Taman Pintar. Tempat rekreasi ini sangat baik untuk anak-anak pada masa perkembangan.\nBeberapa tahun ini Taman Pintar menjadi alternatif tempat berwisata bagi masyarakat Yogyakarta maupun luar kota.Taman ini, khususnya pada wahana pendidikan anak usia dini dilengkapi dengan teknologi interaktif digital serta pemetaan video yang akan memacu imajinasi anak serta ketertarikan mereka terhadap teknologi. Pada saat ini ada 35 zona dan 3.500 alat peraga permainan yang edukatif.",Taman Hiburan,Yogyakarta,4.5,"{'lat': -7.800671500000001, 'lng': 110.3676551}",-7.8006715,110.3676551,"Taman Pintar Yogyakarta (Javanese: Hanacaraka, ꦠꦩꦤ꧀ ꦥꦶꦤ꧀ꦠꦂ ꦔꦪꦺꦴꦒꦾꦏꦂꦠ, Taman Pintar Ngayogyakarta) is a tourist vehicle in the center of Yogyakarta, precisely on Jalan Panembahan Senopati No.1-3, Yogyakarta, in the Benteng Vredeburg area.This park combines recreational and education tourist attractions in one location.Taman Pintar has a playground as well as an educational tool which is divided into several zones.Direct access to the center of the former shopping center book also adds more value to the smart park.This recreation area is very good for children during development. \ Nbin this year Taman Pintar has become an alternative place to travel for the people of Yogyakarta and outside the city.spur children's imagination and their interest in technology.At this time there are 35 zones and 3,500 educational game props.",amusement parks
86,Keraton Yogyakarta,"Keraton Ngayogyakarta Hadiningrat atau Keraton Yogyakarta (bahasa Jawa: ꦏꦫꦠꦺꦴꦤ꧀​ꦔꦪꦺꦴꦒꦾꦏꦂꦠ​ꦲꦢꦶꦤꦶꦔꦿꦠ꧀, translit. Karaton Ngayogyakarta Hadiningrat) merupakan istana resmi Kesultanan Ngayogyakarta Hadiningrat yang kini berlokasi di Kota Yogyakarta. Keraton ini didirikan oleh Sri Sultan Hamengkubuwana I pada tahun 1755 sebagai Istana/Keraton Yogyakarta yang baru berdiri akibat perpecahan Mataram Islam dengan adanya Perjanjian Giyanti. Keraton ini adalah pecahan dari Keraton Surakarta Hadiningrat dari Kesunanan Surakarta (Kerajaan Surakarta). Sehingga dinasti Mataram diteruskan oleh 2 Kerajaan yakni Kesultanan Yogyakarta dan Kesunanan Surakarta. Total luas wilayah keseluruhan keraton yogyakarta mencapai 184 hektar, yakni meliputi seluruh area di dalam benteng Baluwarti, alun-alun Lor, alun-alun Kidul, gapura Gladak, dan kompleks Masjid Gedhe Yogyakarta. Sementara luas dari kedhaton (inti keraton) mencapai 13 hektar. Walaupun Kesultanan Yogyakarta secara resmi telah menjadi bagian Republik Indonesia pada tahun 1945, kompleks bangunan keraton ini masih berfungsi sebagai tempat tinggal sultan dan rumah tangga istananya yang masih menjalankan tradisi kesultanan hingga saat ini. Keraton ini kini juga merupakan salah satu objek wisata di Kota Yogyakarta. Sebagian kompleks keraton merupakan museum yang menyimpan berbagai koleksi milik kesultanan, termasuk berbagai pemberian dari raja-raja Eropa, replika pusaka keraton, dan gamelan. Dari segi bangunannya, keraton ini merupakan salah satu contoh arsitektur istana Jawa yang terbaik, memiliki balairung-balairung mewah dan lapangan serta paviliun yang luas.",Budaya,Yogyakarta,4.6,"{'lat': -7.8052845, 'lng': 110.3642031}",-7.8052845,110.3642031,"Ngayogyakarta Hadiningrat Palace or Yogyakarta Palace (Javanese: ꦏꦫꦠꦺꦴꦤ꧀ ꦔꦪꦺꦴꦒꦾꦏꦂꦠ ꦲꦢꦶꦤꦶꦔꦿꦠ꧀, Translit. Karaton Ngayogyakarta Hadiningrat) is the official palace of the Ngayogyakarta Hadiningrat Sultanate which is now located in the city of Yogyakarta.The palace was founded by Sri Sultan Hamengkubuwana I in 1755 as a Yogyakarta Palace/Palace which was just established due to the division of the Islamic Mataram with the Giyanti Agreement.This palace is a fraction of the Surakarta Hadiningrat Palace from Surakarta (Kingdom of Surakarta).So that the Mataram Dynasty was continued by 2 kingdoms namely the Sultanate of Yogyakarta and Surakarta's Communities.The total area of the Yogyakarta Palace reaches 184 hectares, which covers the entire area inside the Baluwarti Fortress, Lor Square, Kidul Square, Gapura Gladak, and the Yogyakarta Gedhe Mosque complex.While the area of Kedhaton (the core of the palace) reaches 13 hectares.Although the Sultanate of Yogyakarta officially became part of the Republic of Indonesia in 1945, the palace building complex is still functioning as the residence of the Sultan and its palace household which is still carrying out the tradition of the Sultanate today.This palace is now also one of the attractions in the city of Yogyakarta.Some Keraton complexes are museums that store various collections belonging to the Sultanate, including various gifts from European kings, replicas of the Keraton Heritage, and Gamelan.In terms of the building, this palace is one of the best examples of Javanese Palace architecture, has luxurious balairungs and a vast field and pavilion.",Culture
87,Sindu Kusuma Edupark (SKE),"Sindu Kusuma Edupark (SKE) merupakan sebuah destinasi rekreasi yang terletak di Jogjakarta. Di tujuh hektar kawasan taman yang selesai dibangun tahun 2014 ini, terdapat bermacam-macam wahana, baik wahana bermain maupun wahana belajar yang bisa dinikmati oleh semua anggota keluarga. Wahana yang paling terkenal dari SKE adalah bianglalanya, yang merupakan sebuah wahana bermain sekaligus ikon SKE sendiri. Bila Singapore memiliki Flyer setinggi 165 meter, sementara Malaysia punya Eye setinggi 88 meter, dan di Thailand ada Asiatique setinggi 60 meter, Indonesia memiliki Cakra Manggilingan dengan tinggi 48 meter. Di tingkat Asia Tenggara, bianglala ini memang mesti berpuas diri duduk di peringkat keenam sebagai bianglala tertinggi, tetapi di tingkat nasional, ia duduk di peringkat pertama.",Taman Hiburan,Yogyakarta,4.2,"{'lat': -7.767297300000001, 'lng': 110.3542486}",-7.7672973,110.3542486,"Sindu Kusuma Edupark (SKE) is a recreational destination located in Jogjakarta.In the seven hectares of the park area that was completed in 2014, there are a variety of rides, both playing rides and learning vehicles that can be enjoyed by all family members.The most famous vehicle of SKE is the Ferris wheel, which is a vehicle to play as well as the SKE icon itself.If Singapore has a Flyer as high as 165 meters, while Malaysia has an eye as high as 88 meters, and in Thailand there is asiatique as high as 60 meters, Indonesia has a chakra malling with a height of 48 meters.At the Southeast Asian level, this Ferris wheel must indeed be complacent sitting in sixth rank as the highest Ferris wheel, but at the national level, he sits in the first place.",amusement parks
88,Museum Benteng Vredeburg Yogyakarta,"Museum Benteng Vredeburg (bahasa Jawa: ꦩꦸꦱꦶꦪꦸꦩ꧀​ꦧꦺꦠꦺꦁ​ꦮ꦳ꦽꦢꦼꦧꦸꦂꦒ꧀, translit. Musiyum Bètèng Vredeburg adalah sebuah benteng yang terletak di depan Gedung Agung dan Kraton Kesultanan Yogyakarta. Sekarang, benteng ini menjadi sebuah museum. Di sejumlah bangunan di dalam benteng ini terdapat diorama mengenai sejarah Indonesia.",Budaya,Yogyakarta,4.6,"{'lat': -7.800201599999999, 'lng': 110.3663044}",-7.8002016,110.3663044,"Vredeburg Benteng Museum (Javanese: ꦩꦸꦱꦶꦪꦸꦩ꧀ ꦧꦺꦠꦺꦁ ꦮ꦳ꦽꦢꦼꦧꦸꦂꦒ꧀, translit. Musiyum bètèng vredeburg is a fortress located in front of the Great Building and the Palace of the Sultanate of Yogyakarta. Now, this fort is a museum. In a number of buildings in this fort there are dioramas aboutIndonesian History.",Culture
89,De Mata Museum Jogja,"Museum De Mata merupakan salah satu museum yang berisi lukisan 3D terbanyak di dunia. Jumlah lukisannya sekitar 120 dan setiap lukisan memiliki konsep dengan latar belakang yang terlihat seperti nyata. Ada beberapa ukuran lukisan yang ada di Museum De Mata dari ukuran biasa sampai mencapai 5 meter. Ada beberapa macam kategori lukisannya yaitu ornament, lanscape, olahraga, tokoh-tokoh terkenal, superhero, sampai lukisan sirkus. Museum ini didirikan untuk masyarakat menghabiskan liburan dengan menambah pengetahuan. Museum ini menawarkan banyak lukisan-lukisan yang unik misalnya terdapat lukisan dimana anda dapat merasakan keseruan berjalan di atas jembatan kayu yang dibawahnya terdapat jurang yang curam Atau berjuang untuk memadamkan semburanapi panas ari mulut naga, lukisan tersebut tampak seolah-olah nyata. Semua itu terdapat di dalam museum De Mata dengan hasil efek yang menipu mata.",Budaya,Yogyakarta,4.4,"{'lat': -7.816315599999999, 'lng': 110.3871442}",-7.8163156,110.3871442,"De Mata Museum is one of the museums containing the most 3D paintings in the world.The number of paintings is around 120 and each painting has a concept with a background that looks like real.There are several sizes of paintings in the Museum de Mata from the usual size to reach 5 meters.There are several kinds of categories of paintings namely ornament, lanscape, sports, famous figures, superheroes, to circus paintings.This museum was established for people to spend a vacation by increasing knowledge.This museum offers many unique paintings, for example there is a painting where you can feel the excitement walking on a wooden bridge under which there is a steep cliff or struggle to extinguish the heat of the heat of the dragon's mouth, the painting looks as if it is real.All of that is found in the eye de eye with the results of effects that deceive the eye.",Culture
